,Tag,Reader,Antenna,rssi
25:05.5,11000C0YLE000A07PS0,Adpter,3,-51.5
25:05.5,11000C0YLE000A07Q11,Adpter,3,-57
25:05.5,10004C0YLE000A07PV1,Adpter,3,-58.5
25:05.5,11000C0YLE000A07Q14,Adpter,3,-53.5
25:05.5,1000C0YL8E000A07PZ9,Adpter,3,-48.5
25:05.5,1000C0Y7LE000A07Q72,Adpter,3,-63.5
25:05.5,1000C0Y7LE000A07PY7,Adpter,3,-50.5
25:05.5,10030C0YLE000A07QU7,Adpter,3,-54.5
25:05.5,1000C50YLE000A07Q56,Adpter,3,-65
25:05.5,1000C0Y7LE000A07PY8,Adpter,3,-61.5
25:05.5,1000C0YLE9000A07Q06,Adpter,3,-48.5
25:05.5,1000C0YL8E000A07Q88,Adpter,3,-49.5
25:05.5,10004C0YLE000A07PV9,Adpter,3,-53.5
25:05.5,11000C0YLE000A07QJ6,Adpter,3,-59.5
25:05.5,10200C0YLE000A07PT4,Adpter,3,-49
25:05.5,11000C0YLE000A07QS8,Adpter,3,-65.5
25:05.5,1000C0YL8E000A07PZ2,Adpter,3,-54
25:05.5,1000C0YL8E000A07QQ9,Adpter,3,-60
25:05.5,1000C0YLE9000A07Q09,Adpter,3,-47.5
25:05.6,1000C0YL8E000A07QQ8,Adpter,3,-55.5
25:05.6,10030C0YLE000A07QL6,Adpter,3,-63
25:05.6,1000C0Y7LE000A07PY1,Adpter,3,-51.5
25:05.6,1000C0YLE9000A07Q02,Adpter,3,-51.5
25:05.6,11000C0YLE000A07PS6,Adpter,3,-53
25:05.6,10004C0YLE000A07Q45,Adpter,3,-58
25:05.6,10200C0YLE000A07PT5,Adpter,3,-45
25:05.6,10200C0YLE000A07PT6,Adpter,3,-48.5
25:05.6,11000C0YLE000A07QA6,Adpter,3,-62
25:05.6,10004C0YLE000A07QD4,Adpter,3,-56
25:05.6,1000C50YLE000A07PW8,Adpter,3,-60
25:05.6,10200C0YLE000A07QT1,Adpter,3,-60
25:05.6,1000C0Y7LE000A07Q73,Adpter,3,-51.5
25:05.6,1000C50YLE000A07PW5,Adpter,3,-61.5
25:05.6,1000C0YLE9000A07Q97,Adpter,3,-60.5
25:05.6,10200C0YLE000A07PT7,Adpter,3,-66.5
25:05.6,1000C0YLE9000A07Q05,Adpter,3,-59
25:05.6,1000C50YLE000A07QE7,Adpter,3,-54
25:05.6,1000C0Y7LE000A07PY0,Adpter,3,-50.5
25:05.6,1000C0YL8E000A07PZ5,Adpter,3,-56.5
25:05.6,1000C0YLE9000A07Q91,Adpter,3,-62.5
25:05.6,1000C0YLE9000A07Q03,Adpter,3,-49
25:05.6,11000C0YLE000A07Q15,Adpter,3,-53.5
25:05.6,1000C0YLE9000A07QR0,Adpter,3,-53.5
25:05.6,1000C0YL8E000A07Q83,Adpter,3,-62
25:05.6,10004C0YLE000A07PV6,Adpter,3,-48.5
25:05.6,1000C06YLE000A07Q68,Adpter,3,-58.5
25:05.6,1000C0Y7LE000A07PY2,Adpter,3,-57
25:05.6,1000C0Y7LE000A07Q78,Adpter,3,-59.5
25:05.6,11000C0YLE000A07Q10,Adpter,3,-52.5
25:05.6,1000C0YL8E000A07PZ3,Adpter,3,-56.5
25:05.6,1000C0YLE9000A07QI2,Adpter,3,-64
25:05.6,10004C0YLE000A07PV5,Adpter,3,-61.5
25:05.6,10200C0YLE000A07PT0,Adpter,3,-60.5
25:05.6,10200C0YLE000A07QT9,Adpter,3,-63.5
25:05.6,1000C0YLE9000A07Q96,Adpter,3,-63.5
25:05.6,11000C0YLE000A07PS7,Adpter,3,-59.5
25:05.6,10030C0YLE000A07QU4,Adpter,3,-63.5
25:05.6,1000C0Y7LE000A07Q70,Adpter,3,-65
25:05.6,1000C0YL8E000A07PZ8,Adpter,3,-57
25:05.6,1000C50YLE000A07PW2,Adpter,3,-58.5
25:05.6,1000C0Y7LE000A07PY5,Adpter,3,-55.5
25:05.6,10200C0YLE000A07PT3,Adpter,3,-53.5
25:05.7,1000C0YLE9000A07Q98,Adpter,3,-65
25:05.7,1000C0YLE9000A07Q08,Adpter,3,-52.5
25:05.7,1000C0Y7LE000A07Q79,Adpter,3,-53.5
25:05.7,10200C0YLE000A07PT9,Adpter,3,-63.5
25:05.7,1000C50YLE000A07PW4,Adpter,3,-60
25:05.7,10200C0YLE000A07QT0,Adpter,3,-59.5
25:05.7,1000C0YL8E000A07QQ0,Adpter,3,-59.5
25:05.7,1000C0YLE9000A07Q92,Adpter,3,-62
25:05.7,1000C0Y7LE000A07PY6,Adpter,3,-61
25:05.7,1000C0Y7LE000A07QP0,Adpter,3,-62.5
25:05.7,1000C0YL8E000A07Q89,Adpter,3,-63
25:05.7,10200C0YLE000A07PT1,Adpter,3,-64
25:05.7,1000C50YLE000A07QN0,Adpter,3,-66
25:05.7,1000C0Y7LE000A07QP7,Adpter,3,-63.5
25:05.7,1000C50YLE000A07QN1,Adpter,3,-60.5
25:05.7,1000C0YL8E000A07Q85,Adpter,3,-67
25:05.7,10004C0YLE000A07QM7,Adpter,3,-64.5
25:05.7,1000C06YLE000A07Q69,Adpter,3,-60.5
25:05.7,1000C0Y7LE000A07QP5,Adpter,3,-61
25:05.7,1000C50YLE000A07PW1,Adpter,3,-63
25:05.7,1000C0YLE9000A07Q08,Adpter,3,-54
25:05.7,1000C50YLE000A07QN1,Adpter,3,-61
25:05.7,1000C0YL8E000A07Q88,Adpter,3,-57.5
25:05.7,10200C0YLE000A07PT4,Adpter,3,-48.5
25:05.7,1000C0YL8E000A07Q89,Adpter,3,-63
25:05.7,1000C0YLE9000A07Q03,Adpter,3,-51
25:05.7,1000C0YLE9000A07Q05,Adpter,3,-60.5
25:05.7,1000C0YL8E000A07QQ8,Adpter,3,-59
25:05.7,11000C0YLE000A07PS6,Adpter,3,-59.5
25:05.7,10200C0YLE000A07PT3,Adpter,3,-53.5
25:05.7,1000C0YLE9000A07Q09,Adpter,3,-51.5
25:05.7,1000C0YLE9000A07Q97,Adpter,3,-60
25:05.7,1000C0YLE9000A07Q06,Adpter,3,-50.5
25:05.7,1000C0YL8E000A07PZ5,Adpter,3,-56
25:05.7,11000C0YLE000A07Q17,Adpter,3,-58
25:05.7,1000C0Y7LE000A07PY1,Adpter,3,-52.5
25:05.7,10004C0YLE000A07PV6,Adpter,3,-51.5
25:05.7,1000C0YL8E000A07PZ9,Adpter,3,-49.5
25:05.7,1000C0Y7LE000A07PY0,Adpter,3,-51
25:05.7,10200C0YLE000A07PT6,Adpter,3,-52.5
25:05.7,11000C0YLE000A07Q10,Adpter,3,-54.5
25:05.7,10200C0YLE000A07PT5,Adpter,3,-47.5
25:05.7,1000C50YLE000A07PW1,Adpter,3,-64
25:05.7,1000C0YLE9000A07Q96,Adpter,3,-60.5
25:05.7,1000C0Y7LE000A07PY7,Adpter,3,-53.5
25:05.7,11000C0YLE000A07PS0,Adpter,3,-52.5
25:05.7,1000C0Y7LE000A07QP0,Adpter,3,-63
25:05.7,1000C0Y7LE000A07PY2,Adpter,3,-57.5
25:05.7,1000C0YLE9000A07Q02,Adpter,3,-54
25:05.7,11000C0YLE000A07Q15,Adpter,3,-54
25:05.7,10200C0YLE000A07QT9,Adpter,3,-63.5
25:05.7,10004C0YLE000A07PV0,Adpter,3,-50
25:05.7,1000C0Y7LE000A07Q78,Adpter,3,-63
25:05.7,1000C0YL8E000A07Q85,Adpter,3,-63.5
25:05.7,1000C0YLE9000A07Q91,Adpter,3,-61.5
25:05.7,1000C0YL8E000A07PZ2,Adpter,3,-60
25:05.7,1000C50YLE000A07PW2,Adpter,3,-62.5
25:05.7,1000C0Y7LE000A07Q73,Adpter,3,-57.5
25:05.7,10004C0YLE000A07PV5,Adpter,3,-62.5
25:05.8,11000C0YLE000A07Q11,Adpter,3,-60.5
25:05.8,10004C0YLE000A07PV1,Adpter,3,-58.5
25:05.8,1000C06YLE000A07Q69,Adpter,3,-61.5
25:05.8,1000C06YLE000A07Q68,Adpter,3,-60
25:05.8,1000C0YL8E000A07Q83,Adpter,3,-62
25:05.8,1000C0YL8E000A07PZ3,Adpter,3,-58.5
25:05.8,1000C0YL8E000A07PZ8,Adpter,3,-58
25:05.8,10004C0YLE000A07PV9,Adpter,3,-61
25:05.8,10004C0YLE000A07QM8,Adpter,3,-63.5
25:05.8,1000C0YL8E000A07QQ9,Adpter,3,-60
25:05.8,1000C50YLE000A07QE7,Adpter,3,-63.5
25:05.8,10004C0YLE000A07QM7,Adpter,3,-62.5
25:05.8,10200C0YLE000A07QT0,Adpter,3,-63
25:05.8,1000C0Y7LE000A07QP7,Adpter,3,-65
25:05.8,1000C0Y7LE000A07QP5,Adpter,3,-64.5
25:05.8,10004C0YLE000A07QM8,Adpter,4,-67
25:05.8,1000C50YLE000A07QN1,Adpter,4,-69
25:05.8,10004C0YLE000A07QM7,Adpter,4,-68.5
25:05.8,1000C50YLE000A07QN1,Adpter,4,-69
25:05.8,10004C0YLE000A07QM8,Adpter,4,-65.5
25:05.8,10004C0YLE000A07QM7,Adpter,4,-68.5
25:05.8,1000C0Y7LE000A07PY0,Adpter,3,-55
25:05.8,1000C0YL8E000A07PZ9,Adpter,3,-54
25:05.8,1000C06YLE000A07QO8,Adpter,3,-63.5
25:05.8,1000C0Y7LE000A07Q76,Adpter,3,-61
25:05.8,10200C0YLE000A07PT5,Adpter,3,-55
25:05.8,10004C0YLE000A07PV0,Adpter,3,-52
25:05.8,1000C0YL8E000A07Q88,Adpter,3,-58
25:05.8,1000C0Y7LE000A07PY1,Adpter,3,-56
25:05.8,11000C0YLE000A07Q17,Adpter,3,-58.5
25:05.8,1000C0YL8E000A07Q83,Adpter,3,-65.5
25:05.8,1000C0YLE9000A07Q06,Adpter,3,-60
25:05.8,10200C0YLE000A07PT3,Adpter,3,-58
25:05.8,1000C50YLE000A07QN1,Adpter,3,-64
25:05.8,1000C0YL8E000A07PZ3,Adpter,3,-62.5
25:05.8,1000C0YL8E000A07PZ8,Adpter,3,-61.5
25:05.8,11000C0YLE000A07PS6,Adpter,3,-64.5
25:05.8,1000C0YLE9000A07Q03,Adpter,3,-59.5
25:05.8,10200C0YLE000A07PT4,Adpter,3,-54
25:05.8,11000C0YLE000A07Q15,Adpter,3,-59
25:05.8,10200C0YLE000A07PT6,Adpter,3,-62
25:05.8,1000C0Y7LE000A07QP0,Adpter,3,-63.5
25:05.8,1000C0Y7LE000A07QP1,Adpter,3,-65
25:05.8,1000C0YLE9000A07Q02,Adpter,3,-59.5
25:05.8,1000C0YLE9000A07Q96,Adpter,3,-62
25:05.8,1000C0YLE9000A07Q97,Adpter,3,-64
25:05.9,11000C0YLE000A07Q16,Adpter,3,-63
25:05.9,10200C0YLE000A07PT3,Adpter,3,-57
25:05.9,1000C0YLE9000A07Q03,Adpter,3,-63.5
25:05.9,11000C0YLE000A07PS6,Adpter,3,-63
25:05.9,1000C0YL8E000A07PZ8,Adpter,3,-61
25:05.9,11000C0YLE000A07Q17,Adpter,3,-62
25:05.9,1000C0Y7LE000A07PY0,Adpter,3,-56.5
25:05.9,1000C0Y7LE000A07PY1,Adpter,3,-59.5
25:05.9,10200C0YLE000A07PT4,Adpter,3,-59.5
25:05.9,1000C0YL8E000A07PZ9,Adpter,3,-60
25:05.9,10200C0YLE000A07PT5,Adpter,3,-59
25:05.9,10200C0YLE000A07PT6,Adpter,3,-64.5
25:05.9,10004C0YLE000A07PV0,Adpter,3,-57
25:05.9,11000C0YLE000A07Q15,Adpter,3,-62.5
25:05.9,1000C0Y7LE000A07QP1,Adpter,3,-65.5
25:05.9,1000C0YLE9000A07Q96,Adpter,3,-62.5
25:05.9,10004C0YLE000A07QM9,Adpter,4,-67.5
25:05.9,10004C0YLE000A07QM7,Adpter,4,-66
25:05.9,10004C0YLE000A07QM8,Adpter,4,-63.5
25:05.9,10004C0YLE000A07QM7,Adpter,4,-66
25:05.9,10004C0YLE000A07QM8,Adpter,4,-64.5
25:05.9,1000C50YLE000A07QN1,Adpter,4,-67.5
25:06.1,1000C0YLE9000A07Q96,Adpter,3,-65.5
25:06.1,1000C0Y7LE000A07PY0,Adpter,3,-59
25:06.1,1000C0YL8E000A07PZ8,Adpter,3,-63.5
25:06.1,11000C0YLE000A07Q16,Adpter,3,-63.5
25:06.1,11000C0YLE000A07PS6,Adpter,3,-64.5
25:06.1,10200C0YLE000A07PT3,Adpter,3,-60.5
25:06.1,11000C0YLE000A07Q15,Adpter,3,-66.5
25:06.1,10200C0YLE000A07PT5,Adpter,3,-60.5
25:06.1,11000C0YLE000A07Q16,Adpter,3,-62.5
25:06.1,1000C0Y7LE000A07PY0,Adpter,3,-59.5
25:06.1,11000C0YLE000A07PS6,Adpter,3,-65.5
25:06.1,10200C0YLE000A07PT3,Adpter,3,-61.5
25:06.1,1000C0YL8E000A07PZ8,Adpter,3,-63.5
25:06.1,10200C0YLE000A07PT5,Adpter,3,-61
25:06.1,1000C50YLE000A07QE7,Adpter,4,-69
25:06.1,1000C0Y7LE000A07PY0,Adpter,3,-61.5
25:06.1,1000C0YL8E000A07PZ8,Adpter,3,-64
25:06.1,10200C0YLE000A07PT3,Adpter,3,-63.5
25:06.1,10004C0YLE000A07QM7,Adpter,3,-65.5
25:06.1,11000C0YLE000A07Q16,Adpter,3,-64
25:06.1,10004C0YLE000A07QM8,Adpter,3,-62.5
25:06.1,11000C0YLE000A07Q16,Adpter,3,-64
25:06.1,10004C0YLE000A07QM8,Adpter,3,-62
25:06.1,10004C0YLE000A07QM7,Adpter,3,-65.5
25:06.1,1000C0Y7LE000A07PY0,Adpter,3,-62.5
25:06.1,10200C0YLE000A07PT3,Adpter,3,-64.5
25:06.2,10004C0YLE000A07QM8,Adpter,3,-63.5
25:06.2,1000C50YLE000A07QN3,Adpter,3,-66.5
25:06.2,1000C50YLE000A07QN1,Adpter,3,-67
25:06.2,10200C0YLE000A07QB8,Adpter,3,-64
25:06.2,10004C0YLE000A07QM9,Adpter,3,-64.5
25:06.2,10200C0YLE000A07QB9,Adpter,3,-62.5
25:06.2,1000C50YLE000A07QN1,Adpter,3,-66
25:06.2,10004C0YLE000A07QM8,Adpter,3,-64
25:06.4,10200C0YLE000A07QB9,Adpter,4,-65
25:06.4,10200C0YLE000A07QB8,Adpter,4,-63
25:06.4,10004C0YLE000A07QM7,Adpter,4,-59.5
25:06.4,1000C50YLE000A07QN1,Adpter,4,-65
25:06.4,10004C0YLE000A07QM6,Adpter,4,-63.5
25:06.4,1000C0Y7LE000A07QG6,Adpter,4,-63
25:06.4,10004C0YLE000A07QM8,Adpter,4,-63
25:06.4,10200C0YLE000A07QB9,Adpter,4,-65
25:06.4,1000C0Y7LE000A07QG6,Adpter,4,-63.5
25:06.4,10200C0YLE000A07QB8,Adpter,4,-63.5
25:06.4,10004C0YLE000A07QM8,Adpter,4,-63
25:06.4,10004C0YLE000A07QM7,Adpter,4,-59.5
25:06.4,1000C50YLE000A07QN1,Adpter,4,-65
25:06.4,10004C0YLE000A07QM6,Adpter,4,-64
25:06.4,1000C50YLE000A07QE7,Adpter,4,-68.5
25:06.4,10200C0YLE000A07QT7,Adpter,3,-66
25:06.4,10004C0YLE000A07QM7,Adpter,3,-64
25:06.4,10004C0YLE000A07QM8,Adpter,3,-56.5
25:06.4,1000C50YLE000A07QE7,Adpter,3,-62
25:06.4,10200C0YLE000A07QB9,Adpter,3,-57.5
25:06.4,1000C0Y7LE000A07QG9,Adpter,3,-56.5
25:06.4,1000C0YLE9000A07QR7,Adpter,3,-58.5
25:06.4,1000C50YLE000A07QE5,Adpter,3,-63.5
25:06.4,10004C0YLE000A07QM9,Adpter,3,-62.5
25:06.4,11000C0YLE000A07QS7,Adpter,3,-63
25:06.4,1000C50YLE000A07QN1,Adpter,3,-66.5
25:06.4,10200C0YLE000A07QB8,Adpter,3,-65
25:06.4,10004C0YLE000A07QM9,Adpter,3,-63
25:06.4,10200C0YLE000A07QB9,Adpter,3,-57.5
25:06.4,1000C0Y7LE000A07QG8,Adpter,3,-60.5
25:06.4,1000C0Y7LE000A07QG9,Adpter,3,-57
25:06.4,10004C0YLE000A07QM8,Adpter,3,-57
25:06.4,10200C0YLE000A07QB8,Adpter,3,-65
25:06.4,10004C0YLE000A07QM7,Adpter,3,-63.5
25:06.4,1000C50YLE000A07QN1,Adpter,3,-65.5
25:06.4,1000C50YLE000A07PW5,Adpter,3,-64.5
25:06.4,1000C50YLE000A07QN3,Adpter,3,-65
25:06.4,11000C0YLE000A07QS7,Adpter,3,-63.5
25:06.4,1000C50YLE000A07QE7,Adpter,3,-63.5
25:06.5,10200C0YLE000A07QB9,Adpter,4,-63.5
25:06.5,10200C0YLE000A07QB8,Adpter,4,-63
25:06.5,1000C0Y7LE000A07QG6,Adpter,4,-63
25:06.5,1000C50YLE000A07QN1,Adpter,4,-64.5
25:06.5,10004C0YLE000A07QM8,Adpter,4,-63.5
25:06.5,10004C0YLE000A07QM7,Adpter,4,-60.5
25:06.5,1000C50YLE000A07QE7,Adpter,4,-66
25:06.5,10004C0YLE000A07QM6,Adpter,4,-64.5
25:06.5,1000C50YLE000A07QN1,Adpter,4,-64.5
25:06.5,1000C0Y7LE000A07QG6,Adpter,4,-63
25:06.5,10004C0YLE000A07QM6,Adpter,4,-64
25:06.5,1000C50YLE000A07QE7,Adpter,4,-66
25:06.5,10004C0YLE000A07QM7,Adpter,4,-60.5
25:06.5,10200C0YLE000A07QB8,Adpter,4,-62.5
25:06.5,10200C0YLE000A07QB9,Adpter,4,-62.5
25:06.5,10004C0YLE000A07QM8,Adpter,4,-63.5
25:06.5,10200C0YLE000A07QB9,Adpter,3,-62
25:06.5,1000C50YLE000A07PW5,Adpter,3,-65.5
25:06.5,10004C0YLE000A07QM8,Adpter,3,-61.5
25:06.5,10004C0YLE000A07QM9,Adpter,3,-65
25:06.5,1000C0Y7LE000A07QG8,Adpter,3,-59
25:06.5,10200C0YLE000A07QB8,Adpter,3,-64.5
25:06.5,1000C50YLE000A07QN1,Adpter,3,-65.5
25:06.5,1000C50YLE000A07QE7,Adpter,3,-66.5
25:06.5,1000C0Y7LE000A07QG9,Adpter,3,-60.5
25:06.5,1000C50YLE000A07QN3,Adpter,3,-65
25:06.6,1000C0Y7LE000A07QG8,Adpter,3,-59
25:06.6,1000C50YLE000A07QN3,Adpter,3,-63.5
25:06.6,1000C50YLE000A07QN1,Adpter,3,-66.5
25:06.6,1000C50YLE000A07PW5,Adpter,3,-64.5
25:06.6,10004C0YLE000A07QM8,Adpter,3,-59.5
25:06.6,1000C0Y7LE000A07QG9,Adpter,3,-59.5
25:06.6,1000C50YLE000A07QE7,Adpter,3,-64
25:06.6,10200C0YLE000A07QB8,Adpter,3,-61.5
25:06.6,10004C0YLE000A07QM9,Adpter,3,-63.5
25:06.6,10200C0YLE000A07QB9,Adpter,3,-56.5
25:06.6,10004C0YLE000A07QD6,Adpter,4,-64
25:06.6,1000C50YLE000A07QN1,Adpter,4,-63.5
25:06.6,10004C0YLE000A07QM7,Adpter,4,-60
25:06.6,1000C50YLE000A07QE7,Adpter,4,-64
25:06.6,10200C0YLE000A07QB9,Adpter,4,-57.5
25:06.6,10004C0YLE000A07QD7,Adpter,4,-68.5
25:06.6,1000C0YL8E000A07Q85,Adpter,4,-69
25:06.6,10200C0YLE000A07QB8,Adpter,4,-62
25:06.6,1000C0Y7LE000A07QP3,Adpter,4,-58.5
25:06.6,1000C0YLE9000A07Q94,Adpter,4,-58.5
25:06.6,10004C0YLE000A07QM6,Adpter,4,-64
25:06.6,1000C06YLE000A07QF1,Adpter,4,-69
25:06.6,1000C06YLE000A07Q69,Adpter,4,-65.5
25:06.7,1000C0Y7LE000A07QP3,Adpter,4,-58
25:06.7,10200C0YLE000A07QB9,Adpter,4,-57
25:06.7,1000C0YLE9000A07Q94,Adpter,4,-58.5
25:06.7,10030C0YLE000A07QC7,Adpter,4,-64.5
25:06.7,11000C0YLE000A07PS2,Adpter,4,-63
25:06.7,1000C50YLE000A07QN1,Adpter,4,-65.5
25:06.7,1000C06YLE000A07Q69,Adpter,4,-65.5
25:06.7,1000C0YLE9000A07Q96,Adpter,4,-65
25:06.7,1000C0YLE9000A07Q92,Adpter,4,-64.5
25:06.7,10004C0YLE000A07QD6,Adpter,4,-60
25:06.7,10004C0YLE000A07QM7,Adpter,4,-62.5
25:06.7,10004C0YLE000A07QD7,Adpter,4,-66.5
25:06.7,10200C0YLE000A07QB8,Adpter,4,-62.5
25:06.7,1000C06YLE000A07QF1,Adpter,4,-68.5
25:06.8,10004C0YLE000A07QM8,Adpter,3,-65
25:06.8,1000C0Y7LE000A07QG9,Adpter,3,-64.5
25:06.8,10004C0YLE000A07QM8,Adpter,3,-65.5
25:06.8,1000C0Y7LE000A07QG9,Adpter,3,-64
25:06.8,10200C0YLE000A07PT3,Adpter,4,-65
25:06.8,10004C0YLE000A07QM9,Adpter,4,-61
25:06.8,10004C0YLE000A07QM8,Adpter,4,-68
25:06.8,10004C0YLE000A07QD6,Adpter,4,-63.5
25:06.8,1000C06YLE000A07QF1,Adpter,4,-66.5
25:06.8,1000C50YLE000A07QE7,Adpter,4,-67
25:06.8,11000C0YLE000A07PS2,Adpter,4,-66.5
25:06.8,10004C0YLE000A07QM9,Adpter,4,-60.5
25:06.8,10004C0YLE000A07QD6,Adpter,4,-66
25:06.8,1000C06YLE000A07QF1,Adpter,4,-67
25:06.8,10004C0YLE000A07QM8,Adpter,4,-63
25:06.8,10200C0YLE000A07PT2,Adpter,4,-68
25:06.8,10030C0YLE000A07QC6,Adpter,4,-65
25:06.8,1000C06YLE000A07QO8,Adpter,4,-65
25:06.8,1000C50YLE000A07QE5,Adpter,4,-62
25:06.8,11000C0YLE000A07PS2,Adpter,4,-63.5
25:06.8,10200C0YLE000A07PT0,Adpter,4,-69
25:06.8,10200C0YLE000A07PT1,Adpter,4,-65.5
25:06.8,1000C50YLE000A07QE7,Adpter,4,-66
25:06.9,1000C50YLE000A07QN1,Adpter,4,-67.5
25:06.9,11000C0YLE000A07PS2,Adpter,4,-60.5
25:06.9,1000C06YLE000A07QO8,Adpter,4,-63.5
25:06.9,10004C0YLE000A07QD7,Adpter,4,-67.5
25:06.9,10200C0YLE000A07QB9,Adpter,4,-60
25:06.9,1000C0Y7LE000A07QG6,Adpter,4,-55
25:06.9,10030C0YLE000A07QU6,Adpter,4,-69.5
25:06.9,1000C0Y7LE000A07PY2,Adpter,4,-66
25:06.9,11000C0YLE000A07PS3,Adpter,4,-66.5
25:06.9,10200C0YLE000A07PT0,Adpter,4,-66.5
25:06.9,10200C0YLE000A07PT1,Adpter,4,-63.5
25:06.9,10004C0YLE000A07QM7,Adpter,4,-54
25:06.9,1000C0Y7LE000A07QG8,Adpter,4,-54.5
25:06.9,1000C0YLE9000A07Q96,Adpter,4,-66
25:06.9,1000C50YLE000A07QE7,Adpter,4,-68.5
25:06.9,10200C0YLE000A07QB8,Adpter,4,-57
25:06.9,1000C50YLE000A07QN3,Adpter,4,-67
25:06.9,10004C0YLE000A07QM8,Adpter,4,-66
25:06.9,1000C0YL8E000A07PZ5,Adpter,4,-63.5
25:06.9,10200C0YLE000A07PT2,Adpter,4,-65.5
25:06.9,1000C06YLE000A07Q69,Adpter,4,-67
25:06.9,1000C06YLE000A07QO8,Adpter,4,-63.5
25:06.9,10200C0YLE000A07QB8,Adpter,4,-55
25:06.9,1000C0Y7LE000A07QG6,Adpter,4,-55.5
25:06.9,1000C06YLE000A07Q69,Adpter,4,-67.5
25:06.9,11000C0YLE000A07PS3,Adpter,4,-68
25:06.9,11000C0YLE000A07Q18,Adpter,4,-61.5
25:06.9,10200C0YLE000A07PT2,Adpter,4,-66
25:06.9,10200C0YLE000A07PT0,Adpter,4,-67
25:06.9,1000C0Y7LE000A07QG8,Adpter,4,-55
25:06.9,1000C0YL8E000A07PZ5,Adpter,4,-64.5
25:06.9,10004C0YLE000A07QM7,Adpter,4,-56
25:06.9,11000C0YLE000A07PS2,Adpter,4,-66
25:06.9,10200C0YLE000A07QB9,Adpter,4,-59
25:06.9,10004C0YLE000A07QM6,Adpter,4,-56
25:06.9,10004C0YLE000A07QD7,Adpter,4,-64
25:06.9,10004C0YLE000A07QM8,Adpter,4,-68.5
25:06.9,10200C0YLE000A07PT1,Adpter,4,-65.5
25:07.0,1000C0YLE9000A07QR6,Adpter,4,-62
25:07.0,1000C50YLE000A07Q53,Adpter,4,-59
25:07.0,1000C50YLE000A07PW5,Adpter,4,-61.5
25:07.0,10200C0YLE000A07QB8,Adpter,4,-57.5
25:07.0,10004C0YLE000A07QM7,Adpter,4,-62.5
25:07.0,10200C0YLE000A07QB9,Adpter,4,-57.5
25:07.0,1000C0YL8E000A07QH5,Adpter,4,-68.5
25:07.0,1000C06YLE000A07QF1,Adpter,4,-63.5
25:07.0,10004C0YLE000A07QM8,Adpter,4,-58.5
25:07.0,1000C0Y7LE000A07QG6,Adpter,4,-61
25:07.0,10200C0YLE000A07PT2,Adpter,4,-66
25:07.0,1000C0Y7LE000A07PY0,Adpter,4,-66.5
25:07.0,1000C06YLE000A07Q65,Adpter,4,-62
25:07.0,10004C0YLE000A07QD5,Adpter,4,-63
25:07.0,11000C0YLE000A07PS2,Adpter,4,-62
25:07.0,1000C0YL8E000A07QQ9,Adpter,4,-64.5
25:07.0,1000C0Y7LE000A07PY3,Adpter,4,-62.5
25:07.0,1000C0YLE9000A07Q92,Adpter,4,-65.5
25:07.0,11000C0YLE000A07PS3,Adpter,4,-67
25:07.0,1000C50YLE000A07QE5,Adpter,4,-66
25:07.0,11000C0YLE000A07QS9,Adpter,4,-61.5
25:07.0,1000C06YLE000A07Q65,Adpter,4,-61.5
25:07.0,1000C50YLE000A07PW5,Adpter,4,-57.5
25:07.0,10004C0YLE000A07QM7,Adpter,4,-61
25:07.0,1000C0Y7LE000A07QG6,Adpter,4,-58
25:07.0,11000C0YLE000A07PS1,Adpter,4,-62
25:07.0,1000C0Y7LE000A07Q70,Adpter,4,-67.5
25:07.0,1000C0YLE9000A07Q92,Adpter,4,-65
25:07.0,11000C0YLE000A07QS9,Adpter,4,-61
25:07.0,1000C0YL8E000A07QQ9,Adpter,4,-65.5
25:07.0,1000C50YLE000A07Q53,Adpter,4,-58.5
25:07.0,10004C0YLE000A07QM8,Adpter,4,-62.5
25:07.0,10200C0YLE000A07PT2,Adpter,4,-63.5
25:07.0,1000C50YLE000A07QE7,Adpter,4,-60
25:07.0,1000C0Y7LE000A07PY0,Adpter,4,-65
25:07.0,10030C0YLE000A07QU5,Adpter,4,-59.5
25:07.0,11000C0YLE000A07PS2,Adpter,4,-59.5
25:07.0,10200C0YLE000A07PT3,Adpter,4,-60.5
25:07.0,1000C06YLE000A07QF1,Adpter,4,-62.5
25:07.0,10004C0YLE000A07QD5,Adpter,4,-62
25:07.0,11000C0YLE000A07PS3,Adpter,4,-65
25:07.0,1000C0Y7LE000A07PY3,Adpter,4,-59.5
25:07.0,1000C50YLE000A07Q56,Adpter,4,-61.5
25:07.1,10004C0YLE000A07QM9,Adpter,4,-56.5
25:07.1,10004C0YLE000A07QM7,Adpter,4,-57.5
25:07.1,1000C0YL8E000A07PZ5,Adpter,4,-63.5
25:07.1,10030C0YLE000A07QU5,Adpter,4,-61.5
25:07.1,1000C0Y7LE000A07Q70,Adpter,4,-68.5
25:07.1,1000C0Y7LE000A07PY0,Adpter,4,-64.5
25:07.1,1000C50YLE000A07Q56,Adpter,4,-60
25:07.1,10004C0YLE000A07QM6,Adpter,4,-56.5
25:07.1,11000C0YLE000A07PS1,Adpter,4,-64.5
25:07.1,11000C0YLE000A07PS3,Adpter,4,-62
25:07.1,1000C0Y7LE000A07PY3,Adpter,4,-63
25:07.1,1000C50YLE000A07QE6,Adpter,4,-65.5
