S,Tag,Reader,Antenna,rssi
21:53.6,1000C50YLE000A07QE7,Adpter,4,-58
21:53.6,1000C50YLE000A07QN1,Adpter,4,-60
21:53.6,10004C0YLE000A07QM8,Adpter,4,-51
21:53.6,10004C0YLE000A07QM4,Adpter,4,-62.5
21:53.6,10200C0YLE000A07QB8,Adpter,4,-57
21:53.6,10004C0YLE000A07QM7,Adpter,4,-53.5
21:53.6,1000C0Y7LE000A07QG7,Adpter,4,-56.5
21:53.6,10004C0YLE000A07QM9,Adpter,4,-61
21:53.6,1000C0YLE9000A07Q06,Adpter,4,-64
21:53.6,1000C50YLE000A07QE6,Adpter,4,-66
21:53.6,10004C0YLE000A07Q44,Adpter,3,-64
21:53.6,1000C06YLE000A07QO8,Adpter,3,-58.5
21:53.6,1000C0Y7LE000A07Q72,Adpter,3,-63.5
21:53.6,1000C0YLE9000A07Q04,Adpter,3,-65
21:53.6,11000C0YLE000A07PS6,Adpter,3,-65
21:53.6,1000C0YLE9000A07Q03,Adpter,3,-62
21:53.6,1000C06YLE000A07QO8,Adpter,3,-58
21:53.6,10200C0YLE000A07QT9,Adpter,3,-63.5
21:53.6,1000C0YLE9000A07Q04,Adpter,3,-64.5
21:53.6,1000C0Y7LE000A07PY0,Adpter,3,-65
21:53.6,10004C0YLE000A07Q44,Adpter,3,-64
21:53.6,10200C0YLE000A07PT5,Adpter,3,-64
21:53.6,10004C0YLE000A07QM9,Adpter,4,-63
21:53.6,1000C50YLE000A07QE7,Adpter,4,-61
21:53.6,1000C0YLE9000A07Q92,Adpter,4,-66
21:53.6,10004C0YLE000A07QM7,Adpter,4,-61.5
21:53.6,1000C0YLE9000A07Q06,Adpter,4,-68
21:53.6,10004C0YLE000A07QM8,Adpter,4,-57
21:53.7,10004C0YLE000A07QM9,Adpter,4,-65.5
21:53.7,1000C50YLE000A07QE7,Adpter,4,-61.5
21:53.7,1000C0Y7LE000A07Q72,Adpter,4,-65.5
21:53.7,10004C0YLE000A07QM8,Adpter,4,-59
21:53.7,1000C0YLE9000A07Q06,Adpter,4,-67.5
21:53.7,10004C0YLE000A07QM7,Adpter,4,-63.5
21:53.7,1000C0YLE9000A07Q03,Adpter,3,-62
21:53.7,1000C0YLE9000A07Q06,Adpter,3,-59.5
21:53.7,1000C0YLE9000A07Q04,Adpter,3,-65.5
21:53.7,10200C0YLE000A07PT6,Adpter,3,-63.5
21:53.7,1000C06YLE000A07QO8,Adpter,3,-57.5
21:53.7,1000C0YLE9000A07Q05,Adpter,3,-59
21:53.7,1000C0YL8E000A07Q88,Adpter,3,-61.5
21:53.7,1000C0YL8E000A07QQ8,Adpter,3,-62.5
21:53.7,1000C0YL8E000A07QQ8,Adpter,3,-62.5
21:53.7,1000C06YLE000A07QO8,Adpter,3,-57.5
21:53.7,1000C0YLE9000A07Q03,Adpter,3,-62.5
21:53.7,1000C0YLE9000A07Q06,Adpter,3,-59
21:53.7,1000C0YL8E000A07Q88,Adpter,3,-62
21:53.7,10004C0YLE000A07Q46,Adpter,3,-61
21:53.7,1000C0YLE9000A07Q05,Adpter,3,-59
21:53.7,10004C0YLE000A07QM8,Adpter,4,-66
21:53.7,1000C0YLE9000A07Q06,Adpter,4,-66
21:53.7,1000C50YLE000A07QE7,Adpter,4,-65.5
21:53.7,1000C0YLE9000A07Q05,Adpter,4,-66
21:53.7,1000C0YLE9000A07Q05,Adpter,4,-66.5
21:53.7,1000C0YLE9000A07Q06,Adpter,4,-65
21:53.7,1000C50YLE000A07QE7,Adpter,4,-68.5
21:53.9,10200C0YLE000A07PT4,Adpter,3,-64.5
21:53.9,1000C0Y7LE000A07PY0,Adpter,3,-64
21:53.9,1000C0YL8E000A07QQ8,Adpter,3,-61
21:53.9,1000C0YL8E000A07Q88,Adpter,3,-61.5
21:53.9,1000C0YL8E000A07QQ2,Adpter,3,-61
21:53.9,1000C0YLE9000A07Q06,Adpter,3,-59
21:53.9,1000C06YLE000A07QO8,Adpter,3,-57
21:53.9,10004C0YLE000A07Q46,Adpter,3,-60
21:53.9,1000C0YLE9000A07Q05,Adpter,3,-60
21:53.9,10200C0YLE000A07PT4,Adpter,3,-66.5
21:53.9,1000C0YLE9000A07Q05,Adpter,3,-60
21:53.9,1000C0YL8E000A07QQ2,Adpter,3,-61
21:53.9,1000C0YLE9000A07Q06,Adpter,3,-59
21:53.9,1000C06YLE000A07QO8,Adpter,3,-57
21:53.9,1000C0YL8E000A07Q88,Adpter,3,-61.5
21:53.9,1000C0YL8E000A07QQ8,Adpter,3,-62
21:53.9,10004C0YLE000A07Q46,Adpter,3,-59.5
21:53.9,10200C0YLE000A07PT8,Adpter,3,-64
21:53.9,1000C0Y7LE000A07PY0,Adpter,3,-63.5
21:53.9,10200C0YLE000A07PT6,Adpter,3,-65.5
21:53.9,11000C0YLE000A07Q16,Adpter,3,-61
21:53.9,1000C0YL8E000A07QQ2,Adpter,3,-60.5
21:53.9,1000C50YLE000A07QE7,Adpter,3,-64
21:53.9,11000C0YLE000A07PS5,Adpter,3,-63.5
21:53.9,1000C06YLE000A07QO8,Adpter,3,-57
21:53.9,1000C0Y7LE000A07PY0,Adpter,3,-63.5
21:53.9,10200C0YLE000A07PT8,Adpter,3,-64
21:53.9,1000C0YLE9000A07Q06,Adpter,3,-60.5
21:53.9,11000C0YLE000A07Q17,Adpter,3,-62
21:53.9,10004C0YLE000A07Q46,Adpter,3,-59
21:53.9,10200C0YLE000A07PT5,Adpter,3,-64
21:53.9,1000C0YLE9000A07Q05,Adpter,3,-62
21:53.9,10200C0YLE000A07PT4,Adpter,3,-65.5
21:53.9,1000C0YL8E000A07Q88,Adpter,3,-62.5
21:53.9,1000C0YL8E000A07QQ8,Adpter,3,-62.5
21:54.0,10200C0YLE000A07PT4,Adpter,3,-66
21:54.0,1000C0YL8E000A07QQ8,Adpter,3,-62
21:54.0,1000C0Y7LE000A07PY0,Adpter,3,-64
21:54.0,1000C50YLE000A07QE7,Adpter,3,-63.5
21:54.0,11000C0YLE000A07Q16,Adpter,3,-62
21:54.0,1000C0YLE9000A07Q05,Adpter,3,-62.5
21:54.0,1000C0Y7LE000A07Q76,Adpter,3,-62.5
21:54.0,1000C06YLE000A07QO8,Adpter,3,-57
21:54.0,1000C0YLE9000A07Q06,Adpter,3,-62
21:54.0,11000C0YLE000A07Q17,Adpter,3,-63
21:54.0,11000C0YLE000A07PS5,Adpter,3,-63.5
21:54.0,10004C0YLE000A07Q46,Adpter,3,-60.5
21:54.0,1000C0YL8E000A07Q88,Adpter,3,-62.5
21:54.0,1000C0Y7LE000A07QP0,Adpter,4,-67.5
21:54.0,11000C0YLE000A07Q10,Adpter,4,-64
21:54.0,10030C0YLE000A07QC6,Adpter,4,-67
21:54.0,1000C50YLE000A07QE7,Adpter,4,-68.5
21:54.0,10004C0YLE000A07Q46,Adpter,4,-64
21:54.1,10004C0YLE000A07Q46,Adpter,4,-65
21:54.1,1000C50YLE000A07QE7,Adpter,4,-67.5
21:54.1,1000C0YL8E000A07PZ3,Adpter,4,-64.5
21:54.1,10030C0YLE000A07QC6,Adpter,4,-66
21:54.1,10004C0YLE000A07PV5,Adpter,4,-58.5
21:54.1,1000C0YLE9000A07Q09,Adpter,4,-60
21:54.1,10004C0YLE000A07Q46,Adpter,3,-62
21:54.1,1000C0YL8E000A07Q88,Adpter,3,-62
21:54.1,1000C06YLE000A07QO8,Adpter,3,-54.5
21:54.1,11000C0YLE000A07PS5,Adpter,3,-62
21:54.1,1000C0Y7LE000A07Q78,Adpter,3,-60.5
21:54.1,1000C0YL8E000A07QQ8,Adpter,3,-60
21:54.1,1000C0Y7LE000A07Q76,Adpter,3,-60
21:54.1,10200C0YLE000A07PT4,Adpter,3,-67
21:54.1,1000C50YLE000A07QE7,Adpter,3,-61
21:54.1,1000C0Y7LE000A07Q72,Adpter,3,-62
21:54.1,10004C0YLE000A07Q44,Adpter,3,-65.5
21:54.1,10004C0YLE000A07Q46,Adpter,3,-61.5
21:54.1,11000C0YLE000A07PS5,Adpter,3,-62
21:54.1,1000C50YLE000A07QE7,Adpter,3,-60
21:54.1,1000C50YLE000A07PW8,Adpter,3,-64
21:54.1,10004C0YLE000A07QD6,Adpter,3,-65
21:54.1,1000C50YLE000A07QN0,Adpter,3,-64.5
21:54.1,1000C0YLE9000A07Q92,Adpter,3,-61
21:54.1,1000C06YLE000A07QO8,Adpter,3,-53.5
21:54.1,11000C0YLE000A07Q18,Adpter,3,-65
21:54.1,1000C0Y7LE000A07Q78,Adpter,3,-59
21:54.1,11000C0YLE000A07QS8,Adpter,3,-58.5
21:54.1,1000C0YL8E000A07Q83,Adpter,3,-59.5
21:54.1,11000C0YLE000A07QS9,Adpter,3,-60.5
21:54.1,1000C0YL8E000A07Q88,Adpter,3,-62.5
21:54.1,1000C0YL8E000A07QQ8,Adpter,3,-59
21:54.1,1000C0Y7LE000A07Q76,Adpter,3,-59.5
21:54.1,1000C0Y7LE000A07Q72,Adpter,3,-61
21:54.2,10004C0YLE000A07PV5,Adpter,4,-61.5
21:54.2,1000C0YLE9000A07Q09,Adpter,4,-62.5
21:54.2,1000C0YL8E000A07PZ3,Adpter,4,-63.5
21:54.2,1000C0YLE9000A07Q06,Adpter,4,-68.5
21:54.2,11000C0YLE000A07PS7,Adpter,4,-68.5
21:54.2,10004C0YLE000A07PV5,Adpter,4,-61
21:54.2,1000C0YL8E000A07PZ3,Adpter,4,-64
21:54.2,10200C0YLE000A07PT4,Adpter,4,-66.5
21:54.2,10200C0YLE000A07PT5,Adpter,4,-66.5
21:54.2,11000C0YLE000A07PS5,Adpter,3,-61
21:54.2,11000C0YLE000A07PS6,Adpter,3,-63.5
21:54.2,1000C50YLE000A07PW8,Adpter,3,-62
21:54.2,1000C0Y7LE000A07Q78,Adpter,3,-58
21:54.2,11000C0YLE000A07QS9,Adpter,3,-61
21:54.2,11000C0YLE000A07QS8,Adpter,3,-58.5
21:54.2,1000C0YL8E000A07QH5,Adpter,3,-65.5
21:54.2,1000C0Y7LE000A07Q76,Adpter,3,-60.5
21:54.2,1000C06YLE000A07QO8,Adpter,3,-53
21:54.2,1000C50YLE000A07QE7,Adpter,3,-60
21:54.2,11000C0YLE000A07Q17,Adpter,3,-60.5
21:54.2,10004C0YLE000A07QM4,Adpter,3,-64
21:54.2,1000C0Y7LE000A07Q72,Adpter,3,-60.5
21:54.2,1000C0YL8E000A07Q88,Adpter,3,-60
21:54.2,1000C0Y7LE000A07QG7,Adpter,3,-64
21:54.2,1000C0YL8E000A07QQ8,Adpter,3,-59
21:54.2,10004C0YLE000A07QD6,Adpter,3,-65
21:54.2,10200C0YLE000A07PT4,Adpter,3,-65
21:54.2,10004C0YLE000A07Q46,Adpter,3,-61.5
21:54.2,1000C50YLE000A07QN0,Adpter,3,-62.5
21:54.2,1000C0YLE9000A07Q92,Adpter,3,-60.5
21:54.2,1000C0YL8E000A07Q83,Adpter,3,-59
21:54.2,11000C0YLE000A07PS6,Adpter,3,-63
21:54.2,1000C0Y7LE000A07QG7,Adpter,3,-63.5
21:54.2,1000C50YLE000A07QE7,Adpter,3,-59.5
21:54.2,11000C0YLE000A07QS9,Adpter,3,-60.5
21:54.2,1000C0YL8E000A07Q83,Adpter,3,-58.5
21:54.2,1000C0YLE9000A07Q92,Adpter,3,-60.5
21:54.2,10004C0YLE000A07Q46,Adpter,3,-61.5
21:54.2,11000C0YLE000A07Q17,Adpter,3,-60
21:54.2,1000C0YL8E000A07Q88,Adpter,3,-59
21:54.2,1000C0Y7LE000A07Q78,Adpter,3,-59
21:54.2,1000C06YLE000A07QO8,Adpter,3,-52.5
21:54.2,1000C50YLE000A07QN0,Adpter,3,-61.5
21:54.2,1000C0YL8E000A07QQ8,Adpter,3,-58.5
21:54.2,11000C0YLE000A07PS5,Adpter,3,-60.5
21:54.2,1000C0YL8E000A07QH5,Adpter,3,-66
21:54.2,10004C0YLE000A07Q44,Adpter,3,-65.5
21:54.2,1000C0Y7LE000A07Q76,Adpter,3,-60.5
21:54.2,10004C0YLE000A07QD6,Adpter,3,-64.5
21:54.2,1000C50YLE000A07PW8,Adpter,3,-62.5
21:54.2,10200C0YLE000A07PT4,Adpter,3,-65
21:54.2,11000C0YLE000A07QS8,Adpter,3,-58.5
21:54.2,1000C0Y7LE000A07Q72,Adpter,3,-61
21:54.2,10004C0YLE000A07QM4,Adpter,3,-64
21:54.2,1000C0Y7LE000A07Q73,Adpter,3,-65
21:54.3,1000C0Y7LE000A07Q76,Adpter,3,-61
21:54.3,1000C50YLE000A07QE7,Adpter,3,-58.5
21:54.3,11000C0YLE000A07PS5,Adpter,3,-61.5
21:54.3,10200C0YLE000A07QT1,Adpter,3,-66.5
21:54.3,1000C0YL8E000A07Q88,Adpter,3,-58.5
21:54.3,1000C0YL8E000A07Q83,Adpter,3,-58.5
21:54.3,10004C0YLE000A07QD6,Adpter,3,-65.5
21:54.3,1000C0YL8E000A07QQ8,Adpter,3,-57.5
21:54.3,1000C0Y7LE000A07Q78,Adpter,3,-56.5
21:54.3,11000C0YLE000A07PS6,Adpter,3,-59
21:54.3,11000C0YLE000A07QS8,Adpter,3,-55.5
21:54.3,1000C0Y7LE000A07Q77,Adpter,3,-64.5
21:54.3,1000C0Y7LE000A07Q72,Adpter,3,-58.5
21:54.3,1000C0Y7LE000A07PY0,Adpter,3,-61
21:54.3,10004C0YLE000A07Q46,Adpter,3,-60
21:54.3,1000C50YLE000A07PW4,Adpter,3,-64
21:54.3,11000C0YLE000A07Q17,Adpter,3,-60
21:54.3,1000C0YLE9000A07Q92,Adpter,3,-58
21:54.3,1000C50YLE000A07QN0,Adpter,3,-60
21:54.3,1000C06YLE000A07QO8,Adpter,3,-52
21:54.3,11000C0YLE000A07Q16,Adpter,3,-62.5
21:54.3,1000C0YL8E000A07QH5,Adpter,3,-64.5
21:54.3,11000C0YLE000A07QS9,Adpter,3,-58.5
21:54.3,10004C0YLE000A07QM4,Adpter,3,-62.5
21:54.3,1000C50YLE000A07PW8,Adpter,3,-61
21:54.3,11000C0YLE000A07PS8,Adpter,3,-62.5
21:54.3,1000C50YLE000A07QN1,Adpter,3,-61
21:54.3,10200C0YLE000A07PT5,Adpter,3,-66
21:54.3,11000C0YLE000A07Q15,Adpter,3,-63
21:54.3,10004C0YLE000A07QM9,Adpter,3,-65.5
21:54.4,11000C0YLE000A07Q15,Adpter,3,-62.5
21:54.4,11000C0YLE000A07PS0,Adpter,3,-63.5
21:54.4,1000C0Y7LE000A07PY0,Adpter,3,-61
21:54.4,1000C0YL8E000A07QQ2,Adpter,3,-60.5
21:54.4,1000C0Y7LE000A07Q78,Adpter,3,-56
21:54.4,1000C0YLE9000A07Q92,Adpter,3,-56.5
21:54.4,1000C0Y7LE000A07Q72,Adpter,3,-59.5
21:54.4,11000C0YLE000A07QS9,Adpter,3,-58
21:54.4,1000C0YL8E000A07QQ8,Adpter,3,-57
21:54.4,11000C0YLE000A07Q17,Adpter,3,-61.5
21:54.4,1000C06YLE000A07QO8,Adpter,3,-52
21:54.4,1000C50YLE000A07QE7,Adpter,3,-57.5
21:54.4,10004C0YLE000A07QM4,Adpter,3,-62
21:54.4,1000C0YL8E000A07Q83,Adpter,3,-57.5
21:54.4,11000C0YLE000A07QS8,Adpter,3,-54.5
21:54.4,11000C0YLE000A07PS6,Adpter,3,-58.5
21:54.4,10004C0YLE000A07QD6,Adpter,3,-65.5
21:54.4,1000C0Y7LE000A07Q76,Adpter,3,-62
21:54.4,1000C0Y7LE000A07QG6,Adpter,3,-62.5
21:54.4,11000C0YLE000A07PS8,Adpter,3,-62
21:54.4,10004C0YLE000A07PV3,Adpter,3,-65.5
21:54.4,11000C0YLE000A07PS1,Adpter,3,-62
21:54.4,1000C0YL8E000A07QH5,Adpter,3,-63
21:54.4,1000C50YLE000A07QN1,Adpter,3,-60
21:54.4,1000C50YLE000A07QN0,Adpter,3,-59.5
21:54.4,1000C50YLE000A07PW4,Adpter,3,-64.5
21:54.4,10004C0YLE000A07Q46,Adpter,3,-59.5
21:54.4,1000C0YL8E000A07Q88,Adpter,3,-58
21:54.4,10200C0YLE000A07QT1,Adpter,3,-66.5
21:54.4,11000C0YLE000A07PS5,Adpter,3,-61
21:54.4,11000C0YLE000A07PS7,Adpter,3,-65
21:54.4,1000C06YLE000A07QO9,Adpter,3,-64.5
21:54.4,11000C0YLE000A07Q16,Adpter,3,-64
21:54.4,1000C50YLE000A07PW8,Adpter,3,-60.5
21:54.4,1000C0Y7LE000A07Q77,Adpter,3,-63
21:54.4,10004C0YLE000A07QM9,Adpter,3,-64
21:54.4,1000C0YL8E000A07QH4,Adpter,3,-61.5
21:54.4,10004C0YLE000A07QM8,Adpter,3,-65
21:54.5,10200C0YLE000A07PT9,Adpter,3,-66.5
21:54.5,1000C50YLE000A07PW9,Adpter,3,-63.5
21:54.5,10004C0YLE000A07QM4,Adpter,3,-59
21:54.5,1000C0YL8E000A07QQ2,Adpter,3,-59.5
21:54.5,1000C50YLE000A07QN0,Adpter,3,-62.5
21:54.5,11000C0YLE000A07QS9,Adpter,3,-58
21:54.5,1000C50YLE000A07QN1,Adpter,3,-59
21:54.5,1000C50YLE000A07QE7,Adpter,3,-58
21:54.5,11000C0YLE000A07PS6,Adpter,3,-58
21:54.5,1000C0YL8E000A07QH4,Adpter,3,-60.5
21:54.5,1000C0Y7LE000A07QG7,Adpter,3,-61.5
21:54.5,1000C0Y7LE000A07Q73,Adpter,3,-65
21:54.5,1000C0Y7LE000A07QG6,Adpter,3,-61
21:54.5,1000C50YLE000A07PW8,Adpter,3,-59.5
21:54.5,1000C0Y7LE000A07Q76,Adpter,3,-62
21:54.5,11000C0YLE000A07Q15,Adpter,3,-64.5
21:54.5,11000C0YLE000A07QS8,Adpter,3,-55
21:54.5,1000C0Y7LE000A07PY0,Adpter,3,-62
21:54.5,11000C0YLE000A07Q16,Adpter,3,-61
21:54.5,10004C0YLE000A07Q46,Adpter,3,-58.5
21:54.5,1000C0Y7LE000A07Q72,Adpter,3,-59
21:54.5,11000C0YLE000A07PS5,Adpter,3,-59
21:54.5,1000C0YL8E000A07Q88,Adpter,3,-55.5
21:54.5,1000C0Y7LE000A07Q78,Adpter,3,-57
21:54.5,11000C0YLE000A07PS0,Adpter,3,-62
21:54.5,1000C0YL8E000A07Q83,Adpter,3,-58
21:54.5,10004C0YLE000A07QM7,Adpter,3,-65
21:54.5,11000C0YLE000A07Q17,Adpter,3,-58
21:54.5,11000C0YLE000A07Q18,Adpter,3,-61.5
21:54.5,1000C06YLE000A07QO8,Adpter,3,-47.5
21:54.5,10200C0YLE000A07PT9,Adpter,3,-65.5
21:54.5,1000C0YLE9000A07Q92,Adpter,3,-57
21:54.5,10030C0YLE000A07QC5,Adpter,3,-63
21:54.5,1000C0YL8E000A07QQ8,Adpter,3,-56.5
21:54.5,1000C0YL8E000A07PZ8,Adpter,3,-64
21:54.5,10004C0YLE000A07Q44,Adpter,3,-65.5
21:54.5,11000C0YLE000A07QJ2,Adpter,3,-67
21:54.5,10004C0YLE000A07QM9,Adpter,3,-63.5
21:54.5,1000C0YL8E000A07QH5,Adpter,3,-61.5
21:54.5,11000C0YLE000A07PS7,Adpter,3,-65.5
21:54.5,11000C0YLE000A07PS8,Adpter,3,-63
21:54.6,10200C0YLE000A07PT4,Adpter,3,-64.5
21:54.6,10004C0YLE000A07QM8,Adpter,3,-62.5
21:54.6,10200C0YLE000A07QT1,Adpter,3,-68
21:54.6,10030C0YLE000A07QC6,Adpter,3,-66
21:54.6,10030C0YLE000A07QC6,Adpter,3,-65.5
21:54.6,1000C0YL8E000A07Q88,Adpter,3,-54.5
21:54.6,11000C0YLE000A07Q17,Adpter,3,-58.5
21:54.6,10200C0YLE000A07PT8,Adpter,3,-63.5
21:54.6,1000C0Y7LE000A07QG7,Adpter,3,-61
21:54.6,1000C0Y7LE000A07Q79,Adpter,3,-58
21:54.6,10004C0YLE000A07Q44,Adpter,3,-63.5
21:54.6,11000C0YLE000A07Q15,Adpter,3,-64
21:54.6,1000C0Y7LE000A07PY0,Adpter,3,-59
21:54.6,1000C06YLE000A07QO8,Adpter,3,-50
21:54.6,11000C0YLE000A07QS9,Adpter,3,-61
21:54.6,11000C0YLE000A07PS6,Adpter,3,-56
21:54.6,11000C0YLE000A07QS8,Adpter,3,-60
21:54.6,1000C0Y7LE000A07Q73,Adpter,3,-55.5
21:54.6,1000C0YL8E000A07PZ8,Adpter,3,-63.5
21:54.6,1000C0Y7LE000A07Q72,Adpter,3,-67.5
21:54.6,11000C0YLE000A07Q16,Adpter,3,-59.5
21:54.6,10200C0YLE000A07PT4,Adpter,3,-60
21:54.6,1000C0YL8E000A07QQ8,Adpter,3,-59.5
21:54.6,1000C0YLE9000A07Q06,Adpter,3,-64
21:54.6,10004C0YLE000A07Q46,Adpter,3,-61
21:54.6,11000C0YLE000A07PS5,Adpter,3,-62
21:54.7,1000C0Y7LE000A07Q79,Adpter,3,-54.5
21:54.7,1000C0YLE9000A07Q06,Adpter,3,-61
21:54.7,11000C0YLE000A07Q17,Adpter,3,-60
21:54.7,10200C0YLE000A07PT6,Adpter,3,-65
21:54.7,1000C0YL8E000A07Q88,Adpter,3,-55
21:54.7,10200C0YLE000A07PT4,Adpter,3,-58.5
21:54.7,1000C0YL8E000A07QQ8,Adpter,3,-59.5
21:54.7,1000C06YLE000A07Q65,Adpter,3,-59
21:54.7,10200C0YLE000A07PT8,Adpter,3,-59
21:54.7,1000C0Y7LE000A07Q73,Adpter,3,-53
21:54.7,11000C0YLE000A07QS8,Adpter,3,-59.5
21:54.7,1000C06YLE000A07QO8,Adpter,3,-54
21:54.7,1000C0YLE9000A07Q05,Adpter,3,-57.5
21:54.7,10004C0YLE000A07QD5,Adpter,3,-58
21:54.7,11000C0YLE000A07PS6,Adpter,3,-59.5
21:54.7,1000C0YLE9000A07Q03,Adpter,3,-61
21:54.7,10004C0YLE000A07Q46,Adpter,3,-57.5
21:54.7,1000C0Y7LE000A07PY0,Adpter,3,-60.5
21:54.7,11000C0YLE000A07QS9,Adpter,3,-61
21:54.7,10004C0YLE000A07Q44,Adpter,3,-63.5
21:54.7,1000C0YL8E000A07PZ8,Adpter,3,-59.5
21:54.7,1000C0YLE9000A07Q02,Adpter,3,-61
21:54.7,1000C06YLE000A07QO9,Adpter,3,-58
21:54.7,11000C0YLE000A07Q15,Adpter,3,-62.5
21:54.7,1000C0Y7LE000A07Q72,Adpter,3,-64.5
21:54.7,10004C0YLE000A07PV0,Adpter,3,-65
21:54.7,10004C0YLE000A07PV3,Adpter,3,-62.5
21:54.8,1000C50YLE000A07PW6,Adpter,3,-66
21:54.8,1000C50YLE000A07PW0,Adpter,3,-66.5
21:54.8,10200C0YLE000A07PT7,Adpter,3,-60.5
21:54.8,10004C0YLE000A07Q46,Adpter,3,-56.5
21:54.8,1000C0YL8E000A07QQ8,Adpter,3,-60
21:54.8,1000C0Y7LE000A07Q73,Adpter,3,-54.5
21:54.8,10200C0YLE000A07PT9,Adpter,3,-61
21:54.8,1000C50YLE000A07PW6,Adpter,3,-66
21:54.8,1000C0YLE9000A07Q03,Adpter,3,-59
21:54.8,1000C0YLE9000A07Q05,Adpter,3,-54
21:54.8,1000C0YLE9000A07Q04,Adpter,3,-63.5
21:54.8,1000C0YL8E000A07QQ2,Adpter,3,-57.5
21:54.8,1000C0Y7LE000A07PY0,Adpter,3,-63.5
21:54.8,1000C0YL8E000A07Q88,Adpter,3,-57.5
21:54.8,11000C0YLE000A07Q14,Adpter,3,-60.5
21:54.8,10004C0YLE000A07QD5,Adpter,3,-54
21:54.8,10200C0YLE000A07PT8,Adpter,3,-56.5
21:54.8,10200C0YLE000A07PT5,Adpter,3,-59
21:54.8,10030C0YLE000A07QU0,Adpter,3,-63.5
21:54.8,10004C0YLE000A07PV3,Adpter,3,-62
21:54.8,11000C0YLE000A07Q17,Adpter,3,-62.5
21:54.8,1000C50YLE000A07PW0,Adpter,3,-66
21:54.8,11000C0YLE000A07PS0,Adpter,3,-61.5
21:54.8,1000C06YLE000A07QO9,Adpter,3,-54
21:54.8,1000C0Y7LE000A07Q79,Adpter,3,-55
21:54.8,1000C06YLE000A07Q65,Adpter,3,-55
21:54.8,10004C0YLE000A07Q45,Adpter,3,-63.5
21:54.8,11000C0YLE000A07QS9,Adpter,3,-60
21:54.8,1000C0YL8E000A07PZ8,Adpter,3,-56.5
21:54.8,1000C0YLE9000A07Q92,Adpter,3,-54.5
21:54.8,10200C0YLE000A07QT8,Adpter,3,-62.5
21:54.8,1000C0Y7LE000A07QP0,Adpter,3,-64.5
21:54.8,10200C0YLE000A07PT6,Adpter,3,-58.5
21:54.8,10004C0YLE000A07PV0,Adpter,3,-64.5
21:54.8,1000C06YLE000A07QO8,Adpter,3,-62
21:54.8,1000C50YLE000A07QN0,Adpter,3,-64
21:54.8,1000C0Y7LE000A07Q72,Adpter,3,-59.5
21:54.8,1000C0YLE9000A07Q06,Adpter,3,-54
21:54.8,10200C0YLE000A07PT4,Adpter,3,-59
21:54.8,1000C0YL8E000A07Q84,Adpter,3,-60.5
21:54.8,1000C0YLE9000A07Q02,Adpter,3,-56.5
21:54.8,11000C0YLE000A07Q15,Adpter,3,-58.5
21:54.8,1000C0Y7LE000A07Q78,Adpter,3,-56.5
21:54.8,1000C0YL8E000A07PZ9,Adpter,3,-62.5
21:54.8,10004C0YLE000A07QM9,Adpter,3,-62.5
21:54.8,1000C0YL8E000A07Q83,Adpter,3,-62.5
21:54.8,11000C0YLE000A07QS8,Adpter,3,-58.5
21:54.8,10004C0YLE000A07Q44,Adpter,3,-63.5
21:54.9,1000C0YLE9000A07Q05,Adpter,3,-52.5
21:54.9,1000C0YL8E000A07Q83,Adpter,3,-60
21:54.9,1000C0YLE9000A07Q06,Adpter,3,-52
21:54.9,1000C0Y7LE000A07Q72,Adpter,3,-56.5
21:54.9,10004C0YLE000A07Q46,Adpter,3,-61
21:54.9,11000C0YLE000A07Q14,Adpter,3,-55.5
21:54.9,10004C0YLE000A07PV3,Adpter,3,-63
21:54.9,1000C0YLE9000A07Q92,Adpter,3,-53.5
21:54.9,1000C0Y7LE000A07Q77,Adpter,3,-61
21:54.9,10200C0YLE000A07PT9,Adpter,3,-58
21:54.9,11000C0YLE000A07PS0,Adpter,3,-62.5
21:54.9,11000C0YLE000A07Q19,Adpter,3,-53.5
21:54.9,1000C0YL8E000A07QQ2,Adpter,3,-62
21:54.9,1000C0Y7LE000A07Q73,Adpter,3,-59.5
21:54.9,1000C06YLE000A07QO9,Adpter,3,-52.5
21:54.9,1000C0Y7LE000A07PY6,Adpter,3,-52.5
21:54.9,10200C0YLE000A07PT6,Adpter,3,-57
21:54.9,10004C0YLE000A07QD5,Adpter,3,-51
21:54.9,1000C0YLE9000A07Q04,Adpter,3,-58
21:54.9,1000C0YL8E000A07Q84,Adpter,3,-61.5
21:54.9,10004C0YLE000A07QM9,Adpter,3,-60.5
21:54.9,11000C0YLE000A07PS1,Adpter,3,-60
21:54.9,10200C0YLE000A07QT8,Adpter,3,-57.5
21:54.9,1000C0YL8E000A07QQ9,Adpter,3,-65
21:54.9,10200C0YLE000A07QT9,Adpter,3,-56.5
21:54.9,10004C0YLE000A07PV5,Adpter,3,-52.5
21:54.9,1000C0YL8E000A07QQ8,Adpter,3,-61.5
21:54.9,10004C0YLE000A07Q44,Adpter,3,-64.5
21:54.9,10200C0YLE000A07PT5,Adpter,3,-56.5
21:54.9,10004C0YLE000A07Q45,Adpter,3,-60
21:54.9,10030C0YLE000A07QU0,Adpter,3,-62
21:54.9,11000C0YLE000A07PS5,Adpter,3,-63
21:54.9,1000C06YLE000A07Q65,Adpter,3,-53.5
21:54.9,1000C0YLE9000A07Q03,Adpter,3,-54.5
