S,Tag,Reader,Antenna,rssi
21:51.0,1000C50YLE000A07QN0,Adpter,4,-67
21:51.0,10004C0YLE000A07QM9,Adpter,4,-66.5
21:51.0,10004C0YLE000A07QM8,Adpter,4,-66.5
21:51.2,1000C50YLE000A07QE7,Adpter,4,-68
21:51.2,10030C0YLE000A07QU0,Adpter,4,-67.5
21:51.2,10004C0YLE000A07QM8,Adpter,4,-66.5
21:51.2,1000C0YLE9000A07Q05,Adpter,4,-64.5
21:51.2,1000C0YLE9000A07Q04,Adpter,4,-67.5
21:51.2,1000C0YLE9000A07Q04,Adpter,4,-66.5
21:51.2,10030C0YLE000A07QU0,Adpter,4,-66.5
21:51.2,1000C0Y7LE000A07Q71,Adpter,4,-65
21:51.2,11000C0YLE000A07QS9,Adpter,4,-65.5
21:51.2,11000C0YLE000A07PS0,Adpter,4,-65
21:51.2,1000C0YLE9000A07Q92,Adpter,4,-64
21:51.2,1000C0Y7LE000A07Q78,Adpter,4,-62.5
21:51.2,11000C0YLE000A07PS1,Adpter,4,-65
21:51.2,1000C0Y7LE000A07Q72,Adpter,4,-63
21:51.2,11000C0YLE000A07PS0,Adpter,4,-62.5
21:51.2,11000C0YLE000A07QS9,Adpter,4,-66
21:51.2,1000C0YLE9000A07Q92,Adpter,4,-62.5
21:51.2,1000C50YLE000A07QE7,Adpter,4,-65
21:51.2,1000C0Y7LE000A07Q72,Adpter,4,-63.5
21:51.2,1000C0Y7LE000A07Q78,Adpter,4,-61.5
21:51.2,1000C50YLE000A07QN0,Adpter,4,-62.5
21:51.2,10004C0YLE000A07QM9,Adpter,4,-65
21:51.2,1000C0Y7LE000A07Q78,Adpter,4,-61
21:51.2,10004C0YLE000A07QM9,Adpter,4,-62.5
21:51.2,11000C0YLE000A07PS0,Adpter,4,-64.5
21:51.2,1000C50YLE000A07QE7,Adpter,4,-66
21:51.2,1000C50YLE000A07QN0,Adpter,4,-60
21:51.2,10004C0YLE000A07QM7,Adpter,4,-66.5
21:51.2,1000C0Y7LE000A07Q72,Adpter,4,-63
21:51.2,10004C0YLE000A07QM8,Adpter,4,-64
21:51.5,10004C0YLE000A07QM8,Adpter,4,-64.5
21:51.5,1000C0Y7LE000A07Q72,Adpter,4,-64
21:51.5,10004C0YLE000A07QM9,Adpter,4,-62.5
21:51.5,10004C0YLE000A07QM7,Adpter,4,-66.5
21:51.5,1000C50YLE000A07QN0,Adpter,4,-61
21:51.5,1000C0Y7LE000A07Q78,Adpter,4,-65
21:51.5,11000C0YLE000A07PS0,Adpter,4,-68.5
21:51.5,10004C0YLE000A07QM9,Adpter,4,-64.5
21:51.5,10004C0YLE000A07QM8,Adpter,4,-64
21:51.5,10004C0YLE000A07QM8,Adpter,4,-64.5
21:51.5,1000C0Y7LE000A07Q72,Adpter,4,-66
21:51.6,10004C0YLE000A07QM8,Adpter,4,-64.5
21:51.6,11000C0YLE000A07Q15,Adpter,4,-63.5
21:51.6,1000C0Y7LE000A07PY0,Adpter,4,-65.5
21:51.6,10004C0YLE000A07QM7,Adpter,4,-69.5
21:51.6,1000C06YLE000A07QF1,Adpter,4,-69.5
21:51.6,1000C0Y7LE000A07PY0,Adpter,4,-65.5
21:51.6,10004C0YLE000A07QM8,Adpter,4,-62
21:51.6,10004C0YLE000A07QM7,Adpter,4,-68
21:51.6,1000C0Y7LE000A07Q72,Adpter,4,-68
21:51.6,10200C0YLE000A07PT8,Adpter,4,-67
21:51.6,10004C0YLE000A07QM8,Adpter,4,-62
21:51.6,10004C0YLE000A07QM7,Adpter,4,-64
21:51.6,11000C0YLE000A07PS0,Adpter,4,-61.5
21:51.6,1000C0Y7LE000A07PY0,Adpter,4,-68
21:51.6,1000C0Y7LE000A07Q72,Adpter,4,-66
21:51.6,10004C0YLE000A07Q46,Adpter,4,-64.5
21:51.6,1000C0Y7LE000A07Q78,Adpter,4,-64.5
21:51.6,10004C0YLE000A07QM8,Adpter,4,-62.5
21:51.6,10004C0YLE000A07QM7,Adpter,4,-63.5
21:51.6,1000C0Y7LE000A07Q72,Adpter,4,-66
21:51.6,11000C0YLE000A07PS0,Adpter,4,-60.5
21:51.6,10004C0YLE000A07Q46,Adpter,4,-61.5
21:51.6,1000C0Y7LE000A07PY0,Adpter,4,-69.5
21:51.7,1000C0Y7LE000A07PY0,Adpter,4,-69
21:51.7,1000C0YL8E000A07QQ2,Adpter,4,-62.5
21:51.7,10004C0YLE000A07QM8,Adpter,4,-66
21:51.7,10004C0YLE000A07QM8,Adpter,4,-67
21:52.0,10004C0YLE000A07QD6,Adpter,4,-69
21:52.0,1000C0Y7LE000A07Q77,Adpter,4,-65
21:52.0,1000C0Y7LE000A07PY0,Adpter,4,-67
21:52.0,1000C0Y7LE000A07Q77,Adpter,4,-65
21:52.0,1000C0YLE9000A07QR8,Adpter,3,-66
21:52.0,1000C0Y7LE000A07Q72,Adpter,3,-67
21:52.0,1000C06YLE000A07QO9,Adpter,4,-59
21:52.0,1000C0YLE9000A07Q04,Adpter,4,-56.5
21:52.0,1000C50YLE000A07QN1,Adpter,4,-68
21:52.0,1000C0YL8E000A07Q82,Adpter,4,-60
21:52.0,1000C0Y7LE000A07Q76,Adpter,4,-57.5
21:52.0,10200C0YLE000A07PT5,Adpter,4,-56
21:52.0,1000C0Y7LE000A07PY0,Adpter,4,-57
21:52.0,1000C0YLE9000A07Q02,Adpter,4,-59.5
21:52.0,1000C0YLE9000A07Q03,Adpter,4,-62
21:52.0,1000C0YL8E000A07Q83,Adpter,4,-59.5
21:52.0,1000C0Y7LE000A07Q77,Adpter,4,-59.5
21:52.0,1000C0YL8E000A07Q88,Adpter,4,-69
21:52.0,1000C0Y7LE000A07Q77,Adpter,4,-59
21:52.0,1000C0YLE9000A07QR8,Adpter,4,-69
21:52.0,1000C0YLE9000A07Q05,Adpter,4,-55
21:52.0,1000C0YLE9000A07Q04,Adpter,4,-55
21:52.0,1000C0YLE9000A07Q03,Adpter,4,-58.5
21:52.0,1000C0Y7LE000A07PY0,Adpter,4,-55
21:52.0,1000C0YL8E000A07Q83,Adpter,4,-60.5
21:52.0,1000C0Y7LE000A07Q76,Adpter,4,-55.5
21:52.0,1000C06YLE000A07QO9,Adpter,4,-59
21:52.0,1000C0YL8E000A07Q88,Adpter,4,-68.5
21:52.0,1000C0YL8E000A07Q82,Adpter,4,-61.5
21:52.0,1000C0YLE9000A07Q02,Adpter,4,-58
21:52.0,1000C0Y7LE000A07Q72,Adpter,4,-65
21:52.0,10200C0YLE000A07PT5,Adpter,4,-55.5
21:52.0,1000C0Y7LE000A07Q78,Adpter,4,-64.5
21:52.0,10200C0YLE000A07PT2,Adpter,4,-67.5
21:52.0,1000C0Y7LE000A07Q76,Adpter,4,-54.5
21:52.0,1000C0YL8E000A07Q82,Adpter,4,-60.5
21:52.0,1000C0YLE9000A07Q05,Adpter,4,-51.5
21:52.0,11000C0YLE000A07Q18,Adpter,4,-58
21:52.0,1000C0YLE9000A07Q08,Adpter,4,-58
21:52.0,1000C0Y7LE000A07PY0,Adpter,4,-50.5
21:52.0,1000C0YLE9000A07QR0,Adpter,4,-62
21:52.0,1000C0YL8E000A07Q88,Adpter,4,-63
21:52.1,10200C0YLE000A07PT3,Adpter,4,-67.5
21:52.1,1000C0YLE9000A07Q02,Adpter,4,-59.5
21:52.1,1000C0YLE9000A07Q04,Adpter,4,-50.5
21:52.1,10200C0YLE000A07PT5,Adpter,4,-52.5
21:52.1,1000C50YLE000A07Q53,Adpter,4,-63
21:52.1,1000C0Y7LE000A07QG9,Adpter,4,-66.5
21:52.1,1000C0YL8E000A07PZ3,Adpter,4,-57
21:52.1,1000C0YLE9000A07Q03,Adpter,4,-59
21:52.1,1000C0YL8E000A07PZ5,Adpter,4,-62
21:52.1,1000C0Y7LE000A07Q78,Adpter,4,-64
21:52.1,1000C0YL8E000A07Q84,Adpter,4,-63.5
21:52.1,1000C0YL8E000A07Q83,Adpter,4,-60
21:52.1,1000C0YLE9000A07Q09,Adpter,4,-57
21:52.1,1000C0YL8E000A07PZ2,Adpter,4,-59
21:52.1,10200C0YLE000A07PT1,Adpter,4,-65.5
21:52.1,1000C0YLE9000A07QR8,Adpter,4,-68.5
21:52.1,1000C06YLE000A07QO9,Adpter,4,-60.5
21:52.1,1000C0Y7LE000A07Q77,Adpter,4,-58
21:52.1,10004C0YLE000A07PV9,Adpter,4,-64.5
21:52.1,1000C0Y7LE000A07Q72,Adpter,4,-63
21:52.1,1000C0Y7LE000A07Q76,Adpter,4,-54.5
21:52.1,1000C0YLE9000A07Q09,Adpter,4,-56.5
21:52.1,1000C50YLE000A07Q53,Adpter,4,-64.5
21:52.1,1000C0YLE9000A07QR8,Adpter,4,-67.5
21:52.1,10200C0YLE000A07PT2,Adpter,4,-61
21:52.1,1000C0Y7LE000A07Q72,Adpter,4,-62.5
21:52.1,1000C0YLE9000A07Q03,Adpter,4,-58
21:52.1,10200C0YLE000A07PT1,Adpter,4,-63.5
21:52.1,1000C0YL8E000A07PZ3,Adpter,4,-56
21:52.1,10004C0YLE000A07PV9,Adpter,4,-62.5
21:52.1,1000C0YLE9000A07Q04,Adpter,4,-49
21:52.1,1000C0YLE9000A07Q05,Adpter,4,-50.5
21:52.1,10200C0YLE000A07PT3,Adpter,4,-65.5
21:52.1,1000C06YLE000A07QO9,Adpter,4,-57
21:52.1,1000C0YL8E000A07Q88,Adpter,4,-60
21:52.1,1000C0YL8E000A07Q82,Adpter,4,-58.5
21:52.1,1000C0YLE9000A07Q08,Adpter,4,-64
21:52.1,1000C0YL8E000A07Q83,Adpter,4,-57
21:52.1,1000C0Y7LE000A07Q77,Adpter,4,-56
21:52.1,1000C0YLE9000A07Q02,Adpter,4,-60
21:52.1,10200C0YLE000A07PT5,Adpter,4,-48.5
21:52.1,1000C0YL8E000A07Q84,Adpter,4,-59.5
21:52.1,1000C0Y7LE000A07PY0,Adpter,4,-50.5
21:52.1,1000C0YL8E000A07PZ5,Adpter,4,-61.5
21:52.1,11000C0YLE000A07Q18,Adpter,4,-56
21:52.2,1000C06YLE000A07QF1,Adpter,4,-68
21:52.2,11000C0YLE000A07Q15,Adpter,4,-57.5
21:52.2,10004C0YLE000A07QD6,Adpter,4,-63.5
21:52.2,1000C0Y7LE000A07Q78,Adpter,4,-59.5
21:52.2,1000C50YLE000A07QE7,Adpter,4,-59.5
21:52.2,10004C0YLE000A07QM9,Adpter,4,-65.5
21:52.2,11000C0YLE000A07PS6,Adpter,4,-51.5
21:52.2,1000C0YL8E000A07PZ8,Adpter,4,-58.5
21:52.2,1000C50YLE000A07PW8,Adpter,4,-62
21:52.2,10200C0YLE000A07QT1,Adpter,4,-62
21:52.2,10004C0YLE000A07PV9,Adpter,4,-67.5
21:52.2,1000C0YL8E000A07PZ3,Adpter,4,-57
21:52.2,10004C0YLE000A07QM9,Adpter,4,-64.5
21:52.2,1000C0YLE9000A07Q05,Adpter,4,-50.5
21:52.2,11000C0YLE000A07Q15,Adpter,4,-62
21:52.2,10200C0YLE000A07PT3,Adpter,4,-55
21:52.2,1000C0YLE9000A07Q02,Adpter,4,-51
21:52.2,1000C0YL8E000A07QH0,Adpter,4,-63.5
21:52.2,1000C0YL8E000A07Q88,Adpter,4,-51
21:52.2,1000C50YLE000A07PW4,Adpter,4,-63.5
21:52.2,1000C0Y7LE000A07Q77,Adpter,4,-51.5
21:52.2,10004C0YLE000A07PV3,Adpter,4,-64
21:52.2,1000C50YLE000A07PW2,Adpter,4,-60
21:52.2,1000C0YL8E000A07PZ9,Adpter,4,-61.5
21:52.2,10030C0YLE000A07QU0,Adpter,4,-61
21:52.2,11000C0YLE000A07Q16,Adpter,4,-63.5
21:52.2,1000C0Y7LE000A07PY0,Adpter,4,-60.5
21:52.2,10200C0YLE000A07QT0,Adpter,4,-64.5
21:52.2,10004C0YLE000A07QD5,Adpter,4,-59
21:52.2,11000C0YLE000A07PS5,Adpter,4,-47.5
21:52.2,11000C0YLE000A07Q18,Adpter,4,-48.5
21:52.2,10200C0YLE000A07PT6,Adpter,4,-62.5
21:52.2,1000C0YLE9000A07Q03,Adpter,4,-51
21:52.2,1000C0YL8E000A07Q83,Adpter,4,-50
21:52.2,1000C50YLE000A07PW1,Adpter,4,-61
21:52.2,11000C0YLE000A07QS8,Adpter,4,-52.5
21:52.2,1000C50YLE000A07QE7,Adpter,4,-61
21:52.2,1000C50YLE000A07PW3,Adpter,4,-58
21:52.2,1000C0YL8E000A07QQ1,Adpter,4,-64
21:52.2,10200C0YLE000A07PT1,Adpter,4,-64
21:52.2,1000C0Y7LE000A07Q72,Adpter,4,-56
21:52.2,10200C0YLE000A07PT5,Adpter,4,-49
21:52.2,10200C0YLE000A07QB9,Adpter,4,-63
21:52.2,1000C0YLE9000A07Q92,Adpter,4,-52
21:52.2,10200C0YLE000A07PT2,Adpter,4,-61.5
21:52.2,10004C0YLE000A07QM7,Adpter,4,-67.5
21:52.2,1000C0YL8E000A07Q87,Adpter,4,-69
21:52.2,1000C50YLE000A07QN0,Adpter,4,-62.5
21:52.2,10004C0YLE000A07QM8,Adpter,4,-63
21:52.2,1000C0YLE9000A07Q04,Adpter,4,-51
21:52.2,1000C0YL8E000A07PZ5,Adpter,4,-59
21:52.2,1000C0Y7LE000A07Q78,Adpter,4,-56
21:52.2,1000C0Y7LE000A07Q76,Adpter,4,-55
21:52.2,1000C06YLE000A07QO9,Adpter,4,-59
21:52.2,11000C0YLE000A07Q17,Adpter,4,-54
21:52.2,1000C50YLE000A07Q53,Adpter,4,-66.5
21:52.2,1000C0YL8E000A07Q85,Adpter,4,-62
21:52.2,1000C0YL8E000A07Q84,Adpter,4,-63
21:52.2,11000C0YLE000A07PS4,Adpter,4,-62
21:52.3,1000C0YLE9000A07Q03,Adpter,4,-50
21:52.3,1000C0YL8E000A07QH0,Adpter,4,-63.5
21:52.3,1000C50YLE000A07QE7,Adpter,4,-60
21:52.3,1000C0YL8E000A07Q83,Adpter,4,-57.5
21:52.3,1000C50YLE000A07PW2,Adpter,4,-56
21:52.3,10200C0YLE000A07PT5,Adpter,4,-50
21:52.3,1000C0Y7LE000A07Q72,Adpter,4,-54.5
21:52.3,1000C0Y7LE000A07Q78,Adpter,4,-55.5
21:52.3,10004C0YLE000A07QM8,Adpter,4,-61.5
21:52.3,11000C0YLE000A07Q18,Adpter,4,-50.5
21:52.3,10200C0YLE000A07PT6,Adpter,4,-64.5
21:52.3,1000C0Y7LE000A07Q77,Adpter,4,-55
21:52.3,11000C0YLE000A07PS6,Adpter,4,-52.5
21:52.3,10030C0YLE000A07QU0,Adpter,4,-56
21:52.3,1000C0YL8E000A07PZ8,Adpter,4,-49.5
21:52.3,1000C50YLE000A07QN0,Adpter,4,-60
21:52.3,11000C0YLE000A07QS8,Adpter,4,-57
21:52.3,1000C0Y7LE000A07QG9,Adpter,4,-62
21:52.3,11000C0YLE000A07Q17,Adpter,4,-53
21:52.3,1000C0YLE9000A07QR0,Adpter,4,-58.5
21:52.3,1000C0YL8E000A07PZ2,Adpter,4,-57.5
21:52.3,1000C0YLE9000A07Q04,Adpter,4,-49.5
21:52.3,1000C0YLE9000A07Q05,Adpter,4,-50.5
21:52.3,1000C0YLE9000A07Q02,Adpter,4,-55
21:52.3,10004C0YLE000A07QD5,Adpter,4,-53.5
21:52.3,10200C0YLE000A07QT1,Adpter,4,-63.5
21:52.3,1000C0Y7LE000A07PY0,Adpter,4,-59.5
21:52.3,1000C0YL8E000A07PZ3,Adpter,4,-53.5
21:52.3,11000C0YLE000A07PS5,Adpter,4,-43
21:52.3,1000C0YL8E000A07Q88,Adpter,4,-64
21:52.3,10200C0YLE000A07QT0,Adpter,4,-53.5
21:52.3,1000C0YL8E000A07Q85,Adpter,4,-59.5
21:52.3,1000C06YLE000A07QO9,Adpter,4,-60
21:52.3,10004C0YLE000A07QM7,Adpter,4,-66
21:52.3,1000C0YL8E000A07Q84,Adpter,4,-52
21:52.3,10004C0YLE000A07QM9,Adpter,4,-62.5
21:52.3,1000C50YLE000A07Q53,Adpter,4,-65.5
21:52.3,1000C0YL8E000A07PZ9,Adpter,4,-53
21:52.3,1000C0Y7LE000A07Q76,Adpter,4,-60
21:52.3,1000C0YL8E000A07PZ5,Adpter,4,-56
21:52.3,11000C0YLE000A07Q16,Adpter,4,-58.5
21:52.3,10200C0YLE000A07PT2,Adpter,4,-59.5
21:52.3,1000C50YLE000A07PW1,Adpter,4,-54
21:52.3,10200C0YLE000A07QB9,Adpter,4,-61.5
21:52.4,1000C50YLE000A07PW8,Adpter,4,-51.5
21:52.4,11000C0YLE000A07PS4,Adpter,4,-62.5
21:52.4,10200C0YLE000A07PT1,Adpter,4,-65
21:52.4,10004C0YLE000A07PV3,Adpter,4,-61
21:52.4,1000C50YLE000A07PW3,Adpter,4,-59.5
21:52.4,1000C50YLE000A07PW4,Adpter,4,-64.5
21:52.4,10200C0YLE000A07PT3,Adpter,4,-61.5
21:52.4,10004C0YLE000A07PV3,Adpter,4,-53.5
21:52.4,1000C50YLE000A07QE7,Adpter,4,-54.5
21:52.4,11000C0YLE000A07QA6,Adpter,4,-60.5
21:52.4,1000C0Y7LE000A07QG9,Adpter,4,-56
21:52.4,10004C0YLE000A07PV7,Adpter,4,-51
21:52.4,1000C0YLE9000A07QR2,Adpter,4,-62
21:52.4,1000C0Y7LE000A07Q73,Adpter,4,-52.5
21:52.4,10200C0YLE000A07QT1,Adpter,4,-58
21:52.4,1000C0YLE9000A07QR0,Adpter,4,-55
21:52.4,1000C0Y7LE000A07Q76,Adpter,4,-58
21:52.4,1000C0YLE9000A07Q09,Adpter,4,-48
21:52.4,1000C0YLE9000A07Q01,Adpter,4,-56
21:52.4,10200C0YLE000A07QB9,Adpter,4,-59
21:52.4,1000C0YL8E000A07Q84,Adpter,4,-51.5
21:52.4,11000C0YLE000A07PS6,Adpter,4,-52.5
21:52.4,10200C0YLE000A07PT2,Adpter,4,-55.5
21:52.4,1000C06YLE000A07QO8,Adpter,4,-46.5
21:52.4,10200C0YLE000A07QK6,Adpter,4,-59
21:52.4,1000C06YLE000A07Q65,Adpter,4,-48.5
21:52.4,11000C0YLE000A07PS5,Adpter,4,-43
21:52.4,10004C0YLE000A07QM7,Adpter,4,-64
21:52.4,1000C0YL8E000A07PZ2,Adpter,4,-50.5
21:52.4,10030C0YLE000A07QL6,Adpter,4,-59.5
21:52.4,11000C0YLE000A07QS9,Adpter,4,-51
21:52.4,1000C0Y7LE000A07QP4,Adpter,4,-45.5
21:52.4,1000C0YLE9000A07Q02,Adpter,4,-50
21:52.4,1000C0YLE9000A07Q05,Adpter,4,-46
21:52.4,1000C0YL8E000A07PZ5,Adpter,4,-55
21:52.4,1000C06YLE000A07Q64,Adpter,4,-61
21:52.4,1000C0YL8E000A07QQ6,Adpter,4,-63.5
21:52.4,1000C50YLE000A07PW1,Adpter,4,-42
21:52.4,1000C0Y7LE000A07PY7,Adpter,4,-57
21:52.4,11000C0YLE000A07Q16,Adpter,4,-55.5
21:52.4,1000C0YLE9000A07Q08,Adpter,4,-50.5
21:52.4,1000C0YLE9000A07Q00,Adpter,4,-47
21:52.4,10200C0YLE000A07QK5,Adpter,4,-60.5
21:52.4,1000C0YL8E000A07Q85,Adpter,4,-56.5
21:52.4,10004C0YLE000A07Q44,Adpter,4,-58.5
21:52.4,1000C0Y7LE000A07PY3,Adpter,4,-54
21:52.4,1000C06YLE000A07QF1,Adpter,4,-63
21:52.4,10004C0YLE000A07QD5,Adpter,4,-46
21:52.4,10200C0YLE000A07PT4,Adpter,4,-60
21:52.4,11000C0YLE000A07QS8,Adpter,4,-43
21:52.4,1000C50YLE000A07PW8,Adpter,4,-50
21:52.4,11000C0YLE000A07Q19,Adpter,4,-64.5
21:52.4,1000C0YL8E000A07QQ8,Adpter,4,-50
21:52.4,1000C0Y7LE000A07Q78,Adpter,4,-44
21:52.4,1000C50YLE000A07QN0,Adpter,4,-52.5
21:52.4,10030C0YLE000A07Q35,Adpter,4,-55.5
21:52.4,1000C0Y7LE000A07PY6,Adpter,4,-55.5
21:52.4,10200C0YLE000A07QT4,Adpter,4,-64
21:52.4,1000C0YL8E000A07Q81,Adpter,4,-58
21:52.4,1000C0Y7LE000A07QP0,Adpter,4,-55
21:52.4,1000C50YLE000A07Q53,Adpter,4,-62.5
21:52.4,1000C0YL8E000A07Q83,Adpter,4,-62.5
21:52.4,10030C0YLE000A07QU0,Adpter,4,-57.5
21:52.4,10200C0YLE000A07QT3,Adpter,4,-61.5
21:52.4,11000C0YLE000A07Q18,Adpter,4,-56
21:52.4,10200C0YLE000A07PT1,Adpter,4,-57
21:52.4,1000C50YLE000A07Q50,Adpter,4,-61
21:52.4,1000C0Y7LE000A07PY5,Adpter,4,-67
21:52.4,10030C0YLE000A07QU5,Adpter,4,-64
21:52.4,10030C0YLE000A07QC6,Adpter,4,-57
21:52.4,10200C0YLE000A07PT9,Adpter,4,-56
21:52.4,1000C0YL8E000A07PZ3,Adpter,4,-49
21:52.4,1000C0YL8E000A07Q86,Adpter,4,-69
21:52.4,1000C0YL8E000A07QQ9,Adpter,4,-47
21:52.4,10004C0YLE000A07PV2,Adpter,4,-53
21:52.4,1000C0Y7LE000A07QG7,Adpter,4,-60.5
21:52.4,1000C06YLE000A07Q68,Adpter,4,-48
21:52.4,10004C0YLE000A07QD4,Adpter,4,-62
21:52.4,1000C0Y7LE000A07Q75,Adpter,4,-55.5
21:52.4,10200C0YLE000A07PT5,Adpter,4,-49
21:52.4,10200C0YLE000A07QK7,Adpter,4,-47.5
21:52.4,10004C0YLE000A07QM4,Adpter,4,-49.5
21:52.4,11000C0YLE000A07Q12,Adpter,4,-54.5
21:52.4,10004C0YLE000A07QD8,Adpter,4,-67.5
21:52.4,10030C0YLE000A07QC0,Adpter,4,-66
21:52.4,1000C0Y7LE000A07Q70,Adpter,4,-67.5
21:52.4,1000C0YLE9000A07QI2,Adpter,4,-61
21:52.4,1000C0YLE9000A07Q04,Adpter,4,-45.5
21:52.4,1000C06YLE000A07QO9,Adpter,4,-54
21:52.4,1000C50YLE000A07PW4,Adpter,4,-57.5
21:52.4,1000C0YLE9000A07Q93,Adpter,4,-44
21:52.4,1000C50YLE000A07PW3,Adpter,4,-54
21:52.4,11000C0YLE000A07PS2,Adpter,4,-60
21:52.4,1000C0YL8E000A07PZ6,Adpter,4,-48.5
21:52.4,10004C0YLE000A07Q45,Adpter,4,-58.5
21:52.4,1000C0YL8E000A07PZ8,Adpter,4,-51
21:52.4,1000C0Y7LE000A07QG6,Adpter,4,-53.5
21:52.5,1000C0Y7LE000A07PY4,Adpter,4,-59
21:52.5,10004C0YLE000A07QD3,Adpter,4,-61
21:52.5,1000C50YLE000A07PW0,Adpter,4,-67
21:52.5,10030C0YLE000A07QL8,Adpter,4,-66.5
21:52.5,10004C0YLE000A07Q46,Adpter,4,-51
21:52.5,1000C0Y7LE000A07Q74,Adpter,4,-67
21:52.5,1000C0YLE9000A07Q03,Adpter,4,-46
21:52.5,10004C0YLE000A07QD7,Adpter,4,-56
21:52.5,1000C0YL8E000A07PZ9,Adpter,4,-54.5
21:52.5,10200C0YLE000A07PT3,Adpter,4,-58
21:52.5,10200C0YLE000A07QT0,Adpter,4,-45.5
21:52.5,1000C06YLE000A07QF4,Adpter,4,-49.5
21:52.5,10030C0YLE000A07QU4,Adpter,4,-50.5
21:52.5,1000C0YL8E000A07QH2,Adpter,4,-60
21:52.5,1000C0YLE9000A07QR1,Adpter,4,-58.5
21:52.5,1000C50YLE000A07QE2,Adpter,4,-65
21:52.5,1000C0Y7LE000A07Q77,Adpter,4,-49.5
21:52.5,1000C0Y7LE000A07PY0,Adpter,4,-60
21:52.5,10004C0YLE000A07QM8,Adpter,4,-55.5
21:52.5,10004C0YLE000A07QM9,Adpter,4,-53.5
21:52.5,1000C0Y7LE000A07Q72,Adpter,4,-46.5
21:52.5,10200C0YLE000A07PT0,Adpter,4,-52.5
21:52.5,10200C0YLE000A07QT2,Adpter,4,-59.5
21:52.5,10004C0YLE000A07QD6,Adpter,4,-54
21:52.5,1000C0YL8E000A07QQ3,Adpter,4,-61
21:52.5,10200C0YLE000A07QB8,Adpter,4,-56.5
21:52.5,1000C50YLE000A07PW6,Adpter,4,-61
21:52.5,11000C0YLE000A07Q17,Adpter,4,-54.5
21:52.5,10004C0YLE000A07PV5,Adpter,4,-60
21:52.5,1000C06YLE000A07Q69,Adpter,4,-66.5
21:52.5,10004C0YLE000A07Q47,Adpter,4,-57.5
21:52.5,11000C0YLE000A07QJ0,Adpter,4,-68.5
21:52.5,11000C0YLE000A07QJ6,Adpter,4,-62
21:52.5,10004C0YLE000A07QM5,Adpter,4,-68
21:52.5,10200C0YLE000A07QT1,Adpter,4,-59.5
21:52.5,11000C0YLE000A07QS8,Adpter,4,-38.5
21:52.5,1000C0YL8E000A07PZ9,Adpter,4,-53
21:52.5,10200C0YLE000A07QT0,Adpter,4,-46
21:52.5,10004C0YLE000A07PV5,Adpter,4,-60.5
21:52.5,1000C50YLE000A07PW4,Adpter,4,-55.5
21:52.5,10004C0YLE000A07QM8,Adpter,4,-56.5
21:52.5,11000C0YLE000A07PS1,Adpter,4,-27
21:52.5,1000C0YL8E000A07Q84,Adpter,4,-49
21:52.5,1000C0YLE9000A07Q00,Adpter,4,-46.5
21:52.5,1000C0Y7LE000A07Q70,Adpter,4,-66.5
21:52.5,11000C0YLE000A07Q18,Adpter,4,-48.5
21:52.5,1000C0Y7LE000A07Q71,Adpter,4,-57.5
21:52.5,1000C0YLE9000A07Q93,Adpter,4,-40.5
21:52.5,1000C0YL8E000A07PZ6,Adpter,4,-43
21:52.5,1000C0YL8E000A07PZ5,Adpter,4,-47.5
21:52.5,1000C06YLE000A07Q65,Adpter,4,-46.5
21:52.5,1000C0Y7LE000A07PY3,Adpter,4,-44
21:52.5,10030C0YLE000A07QC6,Adpter,4,-49.5
21:52.5,1000C50YLE000A07PW1,Adpter,4,-46
21:52.5,10030C0YLE000A07QU4,Adpter,4,-47
21:52.5,10004C0YLE000A07QD4,Adpter,4,-50
21:52.5,1000C0Y7LE000A07QP0,Adpter,4,-46
21:52.6,1000C0YL8E000A07QQ2,Adpter,4,-50.5
21:52.6,10004C0YLE000A07Q45,Adpter,4,-57
21:52.6,10200C0YLE000A07PT3,Adpter,4,-57
21:52.6,1000C0YL8E000A07Q81,Adpter,4,-48.5
21:52.6,1000C0YLE9000A07Q01,Adpter,4,-53
21:52.6,11000C0YLE000A07Q19,Adpter,4,-56.5
21:52.6,10004C0YLE000A07PV2,Adpter,4,-43.5
21:52.6,1000C0Y7LE000A07Q77,Adpter,4,-49
21:52.6,10200C0YLE000A07QK7,Adpter,4,-43
21:52.6,10004C0YLE000A07Q46,Adpter,4,-47.5
21:52.6,1000C0YLE9000A07Q92,Adpter,4,-56
21:52.6,1000C0Y7LE000A07QP4,Adpter,4,-41
21:52.6,1000C0Y7LE000A07QG6,Adpter,4,-52
21:52.6,10004C0YLE000A07QD3,Adpter,4,-63
21:52.6,1000C0YLE9000A07QR1,Adpter,4,-55
21:52.6,11000C0YLE000A07QS9,Adpter,4,-52
21:52.6,1000C0Y7LE000A07Q73,Adpter,4,-43
21:52.6,11000C0YLE000A07QA6,Adpter,4,-60
21:52.6,10200C0YLE000A07QT2,Adpter,4,-54
21:52.6,11000C0YLE000A07PS5,Adpter,4,-45
21:52.6,1000C50YLE000A07QN1,Adpter,4,-52
21:52.6,1000C0YL8E000A07QH2,Adpter,4,-59.5
21:52.6,11000C0YLE000A07PS6,Adpter,4,-51
21:52.6,1000C50YLE000A07QN0,Adpter,4,-47
21:52.6,1000C0Y7LE000A07Q78,Adpter,4,-39.5
21:52.6,1000C06YLE000A07Q64,Adpter,4,-46
